95	['1', '15', '14', '69', '1', '1', '1', '14', '1', '14', '7', '1', '3']
96	['1', '1', '1', '8', '1', '1', '1', '1', '1']
97	['7', '7', '79', '7', '32', '7']
98	[]
99	['4', '7', '3', '3', '7', '12', '4', '7', '245', '3', '7', '4', '7']
100	['288', '288']
101	[]
102	['50', '5', '5', '98', '222', '313']
103	['50', '127']
104	['7', '7', '7']
105	['258', '258', '286', '268']
106	['8', '15', '1', '1', '1', '8', '1', '8', '1', '1', '1', '1']
107	['258', '258']
108	['10', '10']
109	['1', '62', '31', '58', '1', '9', '7', '8', '1', '1', '9', '9', '1']
110	['245']
111	['242']
112	[]
113	[]
114	[]
115	['11', '22', '8', '8', '9', '9', '8']
116	['7']
117	['1', '1', '1', '1', '15', '1', '1', '1', '12']
118	[]
119	['100', '272']
120	['9', '25', '125', '9', '9', '125']
121	[]
122	[]
123	[]
124	['11']
125	['22', '1', '50', '22', '1', '1', '1', '1', '1']
126	['245', '258', '245', '262']
127	['243', '243', '227', '229']
128	['58', '1', '1', '56']
129	['245', '258', '245', '258', '258', '270']
130	['4', '22', '245', '50', '3', '4', '53', '22', '3', '4', '22']
131	['1', '1', '1', '19', '14', '1', '1']
132	[]
133	[]
134	['258', '258', '258']
135	[]
136	['14', '19']
137	[]
138	[]
139	[]
140	['258', '258']
141	['1', '1', '1', '1', '1', '1', '1']
142	[]
143	[]
144	['89', '125', '22']
145	['7', '1', '15', '1', '25', '1', '7', '1', '7', '1', '22', '7', '13']
146	['262', '302']
147	['258', '258', '258', '258']
148	['1', '7', '1', '1', '7', '1', '7', '1', '1', '1', '7']
149	['269']
150	['1', '1', '1', '1', '1', '1', '1', '1', '1']
151	['7', '13', '15', '25', '7', '7', '13', '15', '25', '13', '15', '7']
152	['25', '111']
153	[]
154	[]
155	[]
156	[]
157	['1', '1', '1', '1', '1', '1', '1', '1']
158	['1', '24', '1', '1', '1', '1', '1', '11', '11', '8', '1', '8']
159	['245', '258']
160	['1', '4', '4', '3', '1', '4', '1', '1', '1', '4', '1', '23']
161	[]
162	[]
163	[]
164	[]
165	[]
166	['258', '258', '258', '258']
167	[]
168	['7', '7', '15', '7', '15', '15']
169	['127', '181']
170	['245', '245']
171	['245', '245', '268']
172	[]
173	['242']
174	['13', '21', '21']
175	[]
176	['13', '50']
177	['1', '47', '1', '1', '1', '1', '1', '22', '1']
178	['15', '25', '245', '15', '121', '25', '70', '117', '28', '22', '28', '15']
179	['258', '258', '272', '269']
180	[]
181	['1', '7', '1', '7', '25', '1', '1', '7', '1', '7', '1', '9', '1', '7', '1', '3']
182	[]
183	[]
184	['98', '9', '9', '69', '15', '9']
185	[]
186	['117']
187	[]
188	['56', '56', '7', '7', '7']
189	['1', '15', '30', '1', '1', '9', '1', '56', '60', '31', '1']
190	[]
191	['269', '270']
192	[]
193	['2', '2', '2', '2']
194	['1', '1', '7', '23', '1', '1', '1', '1', '7', '1', '1', '7']
195	[]
196	['8', '8', '8', '8']
197	[]
198	['7', '7', '11', '7', '15', '7']
199	[]
200	['7', '2', '2', '7', '7', '8', '7', '2', '7', '11', '7']
201	['9', '39', '50', '9', '25', '100', '25', '92', '4', '8', '117', '23', '50', '174']
202	[]
203	['1', '7', '1', '7', '1', '1', '1']
204	['1', '1', '1', '1', '1', '245']
205	['243', '258', '258', '269']
206	['258', '258', '245', '258', '245', '258', '288']
207	['4', '14', '4', '4', '8', '8', '8', '58', '134']
208	[]
209	['50']
210	['25']
211	[]
212	[]
213	['1', '1', '8', '12', '11', '1', '8', '1', '8', '1']
214	['50', '56', '23']
215	['8']
216	['9', '4', '4', '7', '7', '7', '9', '7', '12', '12', '4', '28']
217	['7', '7', '2', '7', '2', '7', '7', '2']
218	['4', '4', '4', '4']
219	[]
220	['268']
221	['3', '24', '3']
222	['1', '7', '1', '7', '1', '9', '1', '15', '15', '22', '8', '12', '1', '2', '4', '1', '7']
223	['1', '1', '1', '1', '1', '1', '1']
224	[]
225	['22']
226	['7', '7', '7', '9']
227	['7', '7']
228	[]
229	['258', '286', '260']
230	['11', '50', '11', '8', '11', '11', '8', '11', '50', '7']
231	[]
232	['8', '1', '1', '8', '1', '8', '1', '1', '8']
233	['56']
234	['1', '10', '1', '7', '1', '14', '8', '12', '1', '7', '1', '8', '1', '7', '50', '14', '15', '98', '136']
235	['7', '7', '7']
236	['15']
237	[]
238	[]
239	['56', '8', '98', '9']
240	[]
241	[]
242	[]
243	['13', '15', '28', '13']
244	['7', '7', '7', '22', '7', '7', '7']
245	[]
246	['1', '3', '1', '3', '1', '17', '1', '1', '1', '8', '1', '3', '1', '1']
247	['1', '1', '1', '1', '1', '1', '1', '1']
248	['11']
249	['11', '22', '9', '9', '22', '11', '9']
250	['1', '7', '1', '1', '1', '1', '7', '1', '2', '1', '7', '1', '7']
251	['15']
252	['7', '9', '9', '9']
253	['83', '98', '50']
254	['15']
255	[]
256	['4', '2', '4', '9', '4', '12', '12', '7', '9']
257	['50', '100']
258	[]
259	[]
260	[]
261	['259']
262	['15', '28', '15']
263	['64']
264	['4', '12', '4', '4', '4']
265	['7', '7', '7', '7', '181']
266	[]
267	['7', '7', '3', '7', '7']
268	['1', '7', '21', '7', '2', '17', '1', '2', '1', '1', '21', '1', '7', '21', '63', '1']
269	['7', '50', '98', '13', '9', '47', '7', '50', '9', '7']
270	[]
271	['1', '11', '1', '1', '22', '50', '13', '15', '1', '22', '11', '13']
272	['11', '8']
273	[]
274	['1', '1', '1', '1', '1', '1', '1', '1', '1']
275	['28']
276	['5', '145', '5', '5', '8', '56', '56', '2', '4', '14', '64', '8', '11', '8', '22', '56', '63']
277	['15', '9', '24', '9']
278	['269']
279	['13', '42', '50', '1', '4', '13', '4']
280	['50', '4', '7', '1', '4', '7', '1', '7', '1', '62', '127', '5', '7', '7', '11', '50']
281	['258', '258']
282	['258', '258']
283	[]
284	['258', '258', '258', '258']
285	[]
286	['1', '7', '1', '1', '1', '1', '7', '7', '57', '1', '7']
287	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']
288	[]
289	['1', '1', '7', '1', '1', '1', '1', '1', '1', '7']
290	['21', '22']
291	['7', '17', '7', '7', '24', '28', '7', '15', '28', '4', '7', '7', '24', '7']
292	['9', '11', '11', '10', '11']
293	['2', '5', '12', '56', '64', '8', '2', '12']
294	['7', '7', '7', '7', '24', '7', '125', '7']
295	['7', '7', '4', '7', '7', '7', '25', '4', '7']
296	['15', '56', '10', '14', '10', '14', '14', '22', '15', '14']
297	['7', '50', '12', '245', '7', '25', '24', '7']
298	['8', '69']
299	['14', '50', '50', '56', '14', '100']
300	[]
301	['1', '7', '11', '7', '11', '1', '11', '1', '22', '1', '7', '7', '25', '1', '2', '1', '9']
302	['245']
303	['79', '9', '24', '9', '31', '31', '62', '118', '26', '9', '15', '55', '79', '9']
304	['259']
305	['7', '50', '7', '7', '15', '7', '7', '11', '50']
306	['13', '14']
307	[]
308	['1', '100', '1', '12', '45', '1', '1', '64', '89', '98', '1', '25', '25']
309	[]
310	[]
311	['1', '9', '1', '15', '1', '15', '1', '1', '9', '1', '1', '1', '9', '1']
312	['52', '4', '8']
313	['56', '64', '22', '22', '100']
314	['29', '9', '71', '28', '7', '9', '7', '28']
315	['8', '13', '8', '12']
316	['9', '9', '14', '64']
317	['268']
318	[]
319	[]
320	['1', '3', '1', '3', '4', '7', '1', '1', '1', '7', '4', '3', '4', '3', '11', '1', '7']
321	['14', '14', '8', '8']
322	['1', '1', '1']
323	['7', '22', '9', '9', '7']
324	['9']
325	['98', '99']
326	['22']
327	['50', '14', '13', '14', '50', '9', '93', '50', '9']
328	['4', '10', '245', '7', '245', '245']
329	[]
330	['8', '11', '8', '50', '8', '8', '8', '11', '11', '8']
331	['7', '7', '7']
332	['22', '7', '7', '7', '258', '7', '22', '22', '22']
333	[]
334	['289', '7', '8', '7']
335	['269', '245', '260']
336	['117', '13']
337	['229', '230']
338	[]
339	['23', '32', '1', '11', '12', '1', '1', '30', '1', '1', '12', '1']
340	['1', '1', '1', '1', '1', '1', '1']
341	[]
342	['23', '13', '100', '23', '13', '13', '25', '58']
343	['12', '163', '25', '69', '8', '12', '25', '69', '82', '25']
344	['5', '9', '12', '25', '111', '25', '5', '9']
345	['1', '13', '1', '1', '64']
346	['133', '4']
347	['7', '22', '22', '79', '12', '25', '12', '25']
348	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']
349	['9']
350	['1', '1', '1']
351	['286']
352	['4', '7', '7', '7', '4', '7', '4', '7']
353	['286']
354	['58', '124']
355	[]
356	[]
357	['7', '7', '7', '7', '7']
358	[]
359	['1', '1', '1', '1', '1', '1', '1', '1']
360	[]
361	['14']
362	['258', '258']
363	['96', '62', '270', '9']
364	[]
365	['7', '7', '7', '7']
366	['7', '7']
367	['56', '56']
368	['50']
369	[]
370	['12', '12', '56', '22', '12']
371	[]
372	['200']
373	['25', '28']
374	['1', '7', '1', '111', '1', '9', '7', '29', '1', '9', '1', '7', '1', '9']
375	[]
376	[]
377	[]
378	['4', '10', '100', '8', '50', '50', '172', '8', '12', '121', '9', '9', '10', '121', '222', '9']
379	['4', '8', '8', '2', '4', '8', '50']
380	['1', '22', '1', '1', '1']
381	['50']
382	['9']
383	['9']
384	['272']
385	['4', '4']
386	['7', '7']
387	['31', '55', '83', '56', '56', '69', '116']
388	['5', '5']
389	['98', '28', '4', '28']
390	[]
391	['127', '134', '134', '56', '56']
392	['23', '8']
393	['15', '50', '25', '50', '50', '222', '15', '100', '50', '169', '15', '50', '294']
394	['42', '42']
395	[]
396	['1', '1', '1', '1', '1', '1', '1']
397	['7', '7', '56', '7']
398	['15', '15', '50']
399	['127', '22']
400	[]
401	['13', '13']
402	['7', '7', '7', '111', '7']
403	['121']
404	[]
405	['56', '217', '88', '56', '127']
406	['50', '14', '50', '50', '79', '12', '14', '14', '24']
407	['50', '194']
408	['258', '258', '258']
409	['50', '50']
410	['286', '286']
411	[]
412	['4', '4', '4', '4']
413	['7']
414	['264']
415	[]
416	['234', '56', '22', '43', '22', '294', '107', '117', '266', '117']
417	['98', '127', '235', '64', '11', '127']
418	[]
419	[]
420	['19']
421	[]
422	['258']
423	[]
424	['25']
425	['259', '56']
426	[]
427	[]
428	[]
429	['45', '127', '64', '144', '64']
430	[]
431	[]
432	['50', '50', '222', '237']
433	[]
434	[]
435	['217', '252', '185']
436	[]
437	['86', '165', '14']
438	['50', '15', '15']
439	[]
440	[]
442	['14']
444	['50']
445	[]
446	[]
447	['69']
448	[]
449	[]
450	['64', '100']
451	['289', '294', '294', '294']
452	['25']
453	[]
454	[]
455	[]
456	[]
457	[]
458	[]
459	[]
460	['10', '10', '10', '10']
462	[]
