7	58	[1, 3.8088235294117645, 3.8088235294117645]
7	156	[1, 4.75, 4.75]
7	54	[1, 3.6166666666666667, 3.6166666666666667]
7	3	[1, 2.7483660130718954, 2.7483660130718954]
8	1	[7, 30.78857640897114, 4.398368058424448]
8	8	[5, 19.540758948653686, 3.908151789730737]
8	4	[4, 15.545366479925303, 3.8863416199813257]
8	7	[1, 4.518382352941177, 4.518382352941177]
8	2	[2, 7.872222222222222, 3.936111111111111]
8	12	[1, 4.144444444444445, 4.144444444444445]
9	1	[9, 37.61147186147186, 4.17905242905243]
9	2	[7, 31.05508658008658, 4.4364409400123686]
9	4	[1, 5.5, 5.5]
9	6	[1, 6.357142857142858, 6.357142857142858]
9	9	[1, 4.733333333333334, 4.733333333333334]
9	20	[1, 4.5, 4.5]
10	1	[7, 28.95937293545113, 4.137053276493019]
10	4	[2, 5.337137681159421, 2.6685688405797103]
10	3	[3, 9.748823072352483, 3.249607690784161]
10	5	[1, 3.3918128654970765, 3.3918128654970765]
10	7	[2, 8.253636227320438, 4.126818113660219]
10	2	[2, 8.98152540586127, 4.490762702930635]
10	25	[1, 5.625, 5.625]
10	8	[1, 4.430555555555555, 4.430555555555555]
10	15	[1, 4.430555555555555, 4.430555555555555]
11	1	[6, 24.214237250537558, 4.035706208422926]
11	3	[3, 9.109069808760212, 3.036356602920071]
11	2	[1, 1.1538461538461537, 1.1538461538461537]
11	4	[2, 4.941941391941391, 2.4709706959706956]
11	7	[3, 10.512643239113826, 3.5042144130379422]
11	14	[2, 8.419444444444444, 4.209722222222222]
11	245	[1, 3.6428571428571432, 3.6428571428571432]
11	260	[1, 4.517857142857143, 4.517857142857143]
11	50	[1, 3.6111111111111107, 3.6111111111111107]
12	8	[1, 5.076923076923077, 5.076923076923077]
12	22	[1, 4.148351648351648, 4.148351648351648]
12	1	[5, 23.3485347985348, 4.66970695970696]
12	10	[2, 8.225396825396826, 4.112698412698413]
12	3	[2, 7.880158730158731, 3.9400793650793653]
12	7	[3, 15.003174603174603, 5.001058201058201]
12	15	[1, 4.933333333333333, 4.933333333333333]
12	5	[2, 9.412613122171946, 4.706306561085973]
12	12	[1, 4.655555555555555, 4.655555555555555]
12	14	[1, 6.455555555555556, 6.455555555555556]
12	2	[1, 2.0698529411764706, 2.0698529411764706]
13	21	[3, 8.738493771492337, 2.9128312571641124]
13	25	[2, 8.133986928104576, 4.066993464052288]
13	3	[1, 2.3710801393728222, 2.3710801393728222]
13	100	[1, 1.7836257309941517, 1.7836257309941517]
13	133	[1, 0.8362573099415207, 0.8362573099415207]
13	15	[2, 7.148515050840633, 3.5742575254203164]
13	243	[1, 2.1868131868131866, 2.1868131868131866]
13	269	[1, 3.1153846153846154, 3.1153846153846154]
13	2	[1, 1.70752688172043, 1.70752688172043]
13	16	[1, 1.70752688172043, 1.70752688172043]
13	27	[1, 3.6991341991341993, 3.6991341991341993]
13	118	[1, 1.79004329004329, 1.79004329004329]
13	245	[1, 2.6363636363636362, 2.6363636363636362]
13	258	[1, 2.6363636363636362, 2.6363636363636362]
13	14	[1, 4.1532769556025375, 4.1532769556025375]
13	56	[1, 4.718954248366013, 4.718954248366013]
14	1	[7, 29.97410893200367, 4.28201556171481]
14	7	[2, 8.621212121212121, 4.3106060606060606]
14	2	[2, 7.58891108891109, 3.794455544455545]
14	8	[3, 13.026495726495725, 4.342165242165241]
14	4	[4, 12.914902349112875, 3.228725587278219]
14	50	[1, 3.7222222222222223, 3.7222222222222223]
14	17	[1, 2.9909090909090907, 2.9909090909090907]
15	1	[8, 31.49684028818092, 3.937105036022615]
15	4	[4, 11.341051771585828, 2.835262942896457]
15	2	[2, 5.0244926040591675, 2.5122463020295838]
15	11	[1, 3.3560606060606064, 3.3560606060606064]
15	12	[1, 3.3560606060606064, 3.3560606060606064]
15	21	[1, 1.9095238095238094, 1.9095238095238094]
15	22	[1, 2.842857142857143, 2.842857142857143]
15	7	[2, 4.6649667931688805, 2.3324833965844403]
16	10	[1, 3.6166666666666663, 3.6166666666666663]
16	22	[2, 11.479761904761904, 5.739880952380952]
16	3	[2, 5.807040998217468, 2.903520499108734]
16	7	[5, 22.014896323719853, 4.402979264743971]
16	13	[1, 3.7666666666666666, 3.7666666666666666]
16	21	[1, 5.2243589743589745, 5.2243589743589745]
16	25	[2, 9.471611721611723, 4.735805860805861]
16	29	[1, 4.083333333333334, 4.083333333333334]
16	8	[2, 10.548536648536649, 5.274268324268324]
16	24	[1, 5.175824175824176, 5.175824175824176]
16	50	[1, 5.144444444444445, 5.144444444444445]
16	56	[1, 3.344444444444445, 3.344444444444445]
17	1	[8, 22.115917574857203, 2.7644896968571504]
17	3	[4, 11.516863850803478, 2.8792159627008695]
17	2	[2, 5.535714285714286, 2.767857142857143]
17	21	[1, 2.4444444444444446, 2.4444444444444446]
17	4	[2, 6.778886554621849, 3.3894432773109244]
17	8	[1, 4.011029411764706, 4.011029411764706]
17	13	[1, 2.4423076923076925, 2.4423076923076925]
17	9	[1, 4.709090909090909, 4.709090909090909]
18	1	[8, 32.516448502477914, 4.064556062809739]
18	10	[1, 3.547794117647059, 3.547794117647059]
18	13	[1, 4.419047619047619, 4.419047619047619]
18	14	[2, 10.967765567765568, 5.483882783882784]
18	3	[3, 6.4689521263050676, 2.1563173754350227]
18	7	[2, 9.784848484848485, 4.892424242424243]
18	47	[1, 5.281818181818181, 5.281818181818181]
18	93	[1, 3.4636363636363634, 3.4636363636363634]
18	24	[1, 2.3525641025641026, 2.3525641025641026]
19	4	[6, 23.569047619047623, 3.928174603174604]
19	5	[1, 2.2142857142857144, 2.2142857142857144]
19	7	[2, 8.0, 4.0]
19	9	[2, 7.166666666666666, 3.583333333333333]
19	1	[5, 17.523809523809526, 3.504761904761905]
19	2	[3, 10.116666666666667, 3.3722222222222222]
19	11	[1, 3.9, 3.9]
20	1	[8, 29.763939105270374, 3.720492388158797]
20	3	[1, 2.6458333333333335, 2.6458333333333335]
20	2	[7, 17.814027394174456, 2.5448610563106366]
20	8	[1, 4.587912087912088, 4.587912087912088]
20	10	[2, 8.287912087912087, 4.1439560439560434]
20	7	[1, 3.7, 3.7]
21	3	[3, 9.455613102776411, 3.1518710342588037]
21	12	[1, 4.715099715099715, 4.715099715099715]
21	4	[7, 23.857432136830607, 3.4082045909758008]
21	2	[3, 8.17544046604149, 2.72514682201383]
21	8	[2, 9.290643274853803, 4.6453216374269015]
21	22	[2, 8.911943319838056, 4.455971659919028]
21	11	[2, 9.875106564364877, 4.937553282182439]
22	9	[1, 4.1923076923076925, 4.1923076923076925]
22	10	[2, 8.762483130904183, 4.3812415654520915]
22	1	[5, 21.076520056030922, 4.215304011206184]
22	5	[3, 10.043333333333333, 3.3477777777777775]
22	7	[5, 21.26671190122277, 4.253342380244554]
22	3	[2, 6.187064884433306, 3.093532442216653]
22	15	[1, 3.779166666666667, 3.779166666666667]
22	12	[1, 4.3646153846153855, 4.3646153846153855]
23	1	[4, 14.186416290171103, 3.5466040725427757]
23	11	[1, 4.041666666666666, 4.041666666666666]
23	9	[5, 14.576522680787653, 2.9153045361575307]
23	12	[4, 16.704306874815043, 4.176076718703761]
23	23	[1, 3.977272727272727, 3.977272727272727]
23	32	[1, 3.06060606060606, 3.06060606060606]
23	15	[1, 2.380952380952381, 2.380952380952381]
23	3	[1, 1.354239256678281, 1.354239256678281]
23	4	[1, 3.7215384615384615, 3.7215384615384615]
23	10	[1, 3.7215384615384615, 3.7215384615384615]
24	1	[6, 28.923863636363635, 4.820643939393939]
24	4	[4, 18.924618364092048, 4.731154591023012]
24	9	[4, 16.95506429844665, 4.238766074611663]
24	2	[1, 4.078947368421052, 4.078947368421052]
24	20	[1, 4.969696969696971, 4.969696969696971]
24	23	[1, 3.9595588235294117, 3.9595588235294117]
24	5	[1, 3.3619047619047624, 3.3619047619047624]
24	3	[1, 3.352380952380953, 3.352380952380953]
24	28	[1, 4.828571428571429, 4.828571428571429]
25	4	[2, 7.755328005328005, 3.8776640026640026]
25	10	[1, 3.9155844155844157, 3.9155844155844157]
25	2	[2, 7.085964912280701, 3.5429824561403507]
25	3	[2, 8.9859649122807, 4.49298245614035]
25	9	[2, 7.90952380952381, 3.954761904761905]
25	12	[2, 8.767582417582418, 4.383791208791209]
25	8	[4, 16.93639693639694, 4.234099234099235]
25	15	[1, 3.229437229437229, 3.229437229437229]
25	11	[1, 5.590909090909091, 5.590909090909091]
25	69	[1, 5.109090909090909, 5.109090909090909]
25	83	[1, 1.472727272727273, 1.472727272727273]
25	28	[1, 5.016483516483516, 5.016483516483516]
26	4	[4, 11.751349527665317, 2.9378373819163293]
26	7	[3, 9.093409806567701, 3.0311366021892336]
26	25	[1, 2.1959064327485383, 2.1959064327485383]
26	2	[2, 5.636446886446887, 2.8182234432234434]
26	9	[3, 10.909844275091952, 3.6366147583639843]
26	10	[2, 7.492604059167526, 3.746302029583763]
26	5	[2, 7.4222334682861, 3.71111673414305]
26	123	[1, 2.604761904761905, 2.604761904761905]
26	125	[1, 3.5380952380952384, 3.5380952380952384]
26	3	[1, 1.7921052631578949, 1.7921052631578949]
27	1	[5, 20.525, 4.1049999999999995]
27	4	[4, 10.114285714285714, 2.5285714285714285]
27	5	[1, 2.05, 2.05]
27	2	[1, 1.880952380952381, 1.880952380952381]
27	3	[1, 3.5, 3.5]
27	8	[2, 5.733333333333333, 2.8666666666666667]
27	11	[1, 2.65, 2.65]
27	6	[1, 3.55, 3.55]
27	7	[1, 3.65, 3.65]
27	13	[1, 3.8333333333333335, 3.8333333333333335]
27	117	[1, 2.9166666666666665, 2.9166666666666665]
27	121	[1, 2.9166666666666665, 2.9166666666666665]
28	1	[8, 30.455777963866197, 3.8069722454832746]
28	2	[5, 17.876005530417295, 3.575201106083459]
28	7	[3, 13.026550165520753, 4.342183388506918]
28	12	[1, 3.3181818181818183, 3.3181818181818183]
28	3	[2, 8.003342245989305, 4.001671122994653]
28	4	[1, 3.9935897435897436, 3.9935897435897436]
29	4	[2, 9.2020202020202, 4.6010101010101]
29	5	[1, 2.4636363636363634, 2.4636363636363634]
29	9	[1, 4.318181818181818, 4.318181818181818]
29	14	[1, 5.234848484848484, 5.234848484848484]
29	1	[6, 24.049314574314575, 4.008219095719096]
29	22	[1, 3.4636363636363634, 3.4636363636363634]
29	2	[4, 13.25, 3.3125]
29	6	[1, 2.211111111111111, 2.211111111111111]
29	11	[1, 3.8392857142857144, 3.8392857142857144]
29	50	[1, 4.714285714285714, 4.714285714285714]
29	7	[1, 4.680555555555555, 4.680555555555555]
30	12	[1, 3.963636363636364, 3.963636363636364]
30	31	[1, 3.0545454545454547, 3.0545454545454547]
30	4	[5, 17.680627705627707, 3.5361255411255414]
30	5	[1, 3.9818181818181815, 3.9818181818181815]
30	1	[6, 28.728820199408435, 4.788136699901406]
30	8	[1, 4.910256410256411, 4.910256410256411]
30	7	[1, 4.722222222222222, 4.722222222222222]
30	9	[2, 8.641666666666667, 4.320833333333334]
30	3	[1, 4.1838235294117645, 4.1838235294117645]
30	15	[1, 4.357142857142858, 4.357142857142858]
31	1	[6, 21.08859710550887, 3.5147661842514784]
31	7	[2, 5.830065359477125, 2.9150326797385624]
31	4	[2, 7.819444444444445, 3.9097222222222223]
31	6	[1, 2.25, 2.25]
31	3	[2, 4.357142857142858, 2.178571428571429]
31	25	[1, 2.5333333333333337, 2.5333333333333337]
31	26	[1, 3.3666666666666667, 3.3666666666666667]
31	2	[1, 3.7416666666666667, 3.7416666666666667]
31	258	[2, 5.323809523809523, 2.6619047619047613]
31	269	[2, 7.847619047619048, 3.923809523809524]
32	1	[8, 30.649687154950307, 3.8312108943687884]
32	3	[3, 9.244759626338574, 3.081586542112858]
32	4	[1, 3.5555555555555554, 3.5555555555555554]
32	6	[1, 1.660818713450292, 1.660818713450292]
32	2	[4, 13.806027306027305, 3.4515068265068263]
32	11	[1, 4.3106060606060606, 4.3106060606060606]
32	21	[1, 2.5, 2.5]
32	100	[1, 4.697802197802198, 4.697802197802198]
33	243	[3, 11.24465811965812, 3.748219373219373]
33	258	[3, 14.053113553113555, 4.684371184371185]
33	242	[1, 1.1805555555555554, 1.1805555555555554]
33	11	[1, 5.633333333333333, 5.633333333333333]
33	20	[1, 3.9666666666666663, 3.9666666666666663]
33	13	[1, 3.9666666666666663, 3.9666666666666663]
33	29	[1, 3.1333333333333333, 3.1333333333333333]
33	1	[2, 6.926839826839826, 3.463419913419913]
33	4	[1, 1.5090909090909093, 1.5090909090909093]
33	50	[1, 5.571428571428571, 5.571428571428571]
33	181	[1, 4.696428571428571, 4.696428571428571]
33	15	[1, 4.404761904761905, 4.404761904761905]
33	22	[1, 5.402777777777778, 5.402777777777778]
33	66	[1, 4.513888888888889, 4.513888888888889]
33	289	[1, 4.809523809523809, 4.809523809523809]
34	1	[3, 10.980952380952381, 3.66031746031746]
34	7	[1, 4.5476190476190474, 4.5476190476190474]
34	3	[2, 4.766666666666666, 2.383333333333333]
34	12	[2, 7.8999999999999995, 3.9499999999999997]
34	16	[1, 2.05, 2.05]
34	42	[1, 3.45, 3.45]
34	245	[2, 6.9, 3.45]
34	268	[1, 1.65, 1.65]
34	259	[2, 2.333333333333333, 1.1666666666666665]
34	9	[2, 8.083333333333332, 4.041666666666666]
34	14	[1, 3.833333333333333, 3.833333333333333]
34	271	[1, 2.583333333333333, 2.583333333333333]
34	10	[1, 4.25, 4.25]
35	1	[6, 23.383838383838384, 3.8973063973063975]
35	8	[2, 8.817460317460318, 4.408730158730159]
35	245	[2, 5.906410256410256, 2.953205128205128]
35	259	[1, 3.0064102564102564, 3.0064102564102564]
35	243	[3, 8.85016339869281, 2.9500544662309367]
35	2	[2, 7.595238095238095, 3.7976190476190474]
35	269	[1, 3.6222222222222227, 3.6222222222222227]
35	242	[1, 0.40441176470588225, 0.40441176470588225]
35	3	[2, 2.3565656565656568, 1.1782828282828284]
36	1	[7, 27.533333333333335, 3.9333333333333336]
36	7	[3, 11.0, 3.6666666666666665]
36	8	[1, 5.3, 5.3]
36	9	[1, 5.3, 5.3]
36	3	[1, 3.533333333333333, 3.533333333333333]
36	28	[1, 4.25, 4.25]
36	71	[1, 5.05, 5.05]
36	243	[1, 2.05, 2.05]
36	258	[1, 1.25, 1.25]
36	2	[3, 8.2, 2.733333333333333]
37	1	[8, 30.875468166762417, 3.859433520845302]
37	23	[1, 4.818181818181818, 4.818181818181818]
37	3	[4, 11.80309213415621, 2.9507730335390523]
37	2	[2, 7.463655185394316, 3.731827592697158]
37	4	[2, 9.015219421101776, 4.507609710550888]
37	8	[2, 8.083333333333334, 4.041666666666667]
37	9	[1, 4.57051282051282, 4.57051282051282]
38	1	[5, 23.127072927072923, 4.6254145854145845]
38	8	[2, 11.12014652014652, 5.56007326007326]
38	5	[2, 7.015151515151515, 3.5075757575757573]
38	7	[4, 15.048484848484849, 3.762121212121212]
38	9	[1, 4.785714285714286, 4.785714285714286]
38	66	[1, 4.785714285714286, 4.785714285714286]
38	15	[2, 9.187878787878788, 4.593939393939394]
38	25	[1, 4.366666666666667, 4.366666666666667]
38	26	[1, 5.2666666666666675, 5.2666666666666675]
38	2	[1, 4.533333333333333, 4.533333333333333]
39	1	[5, 20.385714285714286, 4.077142857142857]
39	4	[3, 11.267857142857144, 3.7559523809523814]
39	245	[1, 4.375, 4.375]
39	258	[1, 4.375, 4.375]
39	8	[1, 3.0, 3.0]
39	50	[1, 5.5476190476190474, 5.5476190476190474]
39	181	[1, 4.690476190476191, 4.690476190476191]
39	21	[1, 2.4, 2.4]
39	7	[1, 3.3666666666666667, 3.3666666666666667]
39	9	[2, 6.833333333333333, 3.4166666666666665]
39	22	[1, 2.9000000000000004, 2.9000000000000004]
39	23	[1, 1.2999999999999998, 1.2999999999999998]
39	11	[1, 2.9583333333333335, 2.9583333333333335]
40	1	[4, 9.92009167303285, 2.4800229182582125]
40	9	[1, 0.7045454545454546, 0.7045454545454546]
40	4	[3, 7.8918831168831165, 2.6306277056277056]
40	96	[1, 3.0714285714285716, 3.0714285714285716]
40	125	[1, 1.3571428571428572, 1.3571428571428572]
40	7	[2, 7.06078431372549, 3.530392156862745]
40	266	[1, 3.9722222222222223, 3.9722222222222223]
40	303	[1, 2.1944444444444446, 2.1944444444444446]
40	22	[1, 4.115384615384615, 4.115384615384615]
40	66	[1, 3.1923076923076925, 3.1923076923076925]
40	25	[1, 2.6, 2.6]
40	50	[1, 2.844444444444445, 2.844444444444445]
40	117	[1, 1.0444444444444443, 1.0444444444444443]
40	26	[1, 2.436363636363636, 2.436363636363636]
41	2	[1, 4.934640522875817, 4.934640522875817]
41	3	[1, 3.0457516339869284, 3.0457516339869284]
41	1	[5, 18.980321312674253, 3.7960642625348506]
41	7	[4, 16.334343434343438, 4.0835858585858595]
41	4	[3, 9.733689839572193, 3.2445632798573976]
41	8	[3, 13.138995215311004, 4.379665071770335]
41	9	[2, 7.600678733031674, 3.800339366515837]
41	22	[1, 3.1526315789473682, 3.1526315789473682]
42	4	[3, 10.728551293667572, 3.576183764555857]
42	8	[4, 16.769876601913214, 4.192469150478304]
42	12	[1, 3.7332015810276684, 3.7332015810276684]
42	22	[3, 12.125673378849424, 4.041891126283141]
42	3	[1, 3.3030303030303028, 3.3030303030303028]
42	9	[1, 2.3863636363636362, 2.3863636363636362]
42	17	[1, 3.0985221674876846, 3.0985221674876846]
42	13	[1, 2.4120879120879124, 2.4120879120879124]
42	21	[2, 4.837087912087912, 2.418543956043956]
42	28	[1, 5.355731225296442, 5.355731225296442]
42	31	[1, 4.399209486166008, 4.399209486166008]
42	7	[1, 4.496300211416491, 4.496300211416491]
43	1	[8, 35.756325694279994, 4.469540711784999]
43	5	[1, 4.478021978021978, 4.478021978021978]
43	15	[1, 3.88562091503268, 3.88562091503268]
43	22	[2, 7.928104575163399, 3.9640522875816995]
43	23	[2, 7.196732026143792, 3.598366013071896]
43	11	[1, 2.1875, 2.1875]
43	10	[1, 4.9035087719298245, 4.9035087719298245]
43	7	[2, 7.538302277432713, 3.7691511387163565]
43	24	[1, 2.3722943722943723, 2.3722943722943723]
43	14	[1, 3.8472222222222223, 3.8472222222222223]
44	4	[2, 7.057599807599807, 3.5287999037999036]
44	10	[2, 8.262918660287081, 4.1314593301435405]
44	9	[2, 9.292690058479531, 4.6463450292397654]
44	8	[4, 13.458935911860912, 3.364733977965228]
44	15	[4, 12.009136515658255, 3.002284128914564]
44	66	[1, 4.159090909090909, 4.159090909090909]
44	6	[1, 2.2751322751322753, 2.2751322751322753]
44	3	[1, 3.076923076923077, 3.076923076923077]
44	11	[1, 2.870833333333333, 2.870833333333333]
44	21	[1, 3.419047619047619, 3.419047619047619]
44	29	[1, 4.371428571428572, 4.371428571428572]
45	1	[6, 26.443356643356648, 4.407226107226108]
45	3	[1, 2.355555555555555, 2.355555555555555]
45	4	[4, 17.920704295704297, 4.480176073926074]
45	6	[1, 5.318181818181818, 5.318181818181818]
45	8	[2, 9.132284382284382, 4.566142191142191]
45	9	[2, 7.712148962148962, 3.856074481074481]
45	11	[1, 5.1923076923076925, 5.1923076923076925]
45	2	[3, 8.872743922743924, 2.9575813075813078]
46	1	[8, 31.102525252525254, 3.8878156565656568]
46	7	[2, 4.741666666666667, 2.3708333333333336]
46	3	[2, 7.69935064935065, 3.849675324675325]
46	4	[2, 8.8, 4.4]
46	5	[3, 10.23452380952381, 3.4115079365079364]
46	2	[2, 8.46984126984127, 4.234920634920635]
46	9	[1, 4.0, 4.0]
47	1	[4, 13.792307692307693, 3.4480769230769233]
47	3	[2, 4.668498168498169, 2.3342490842490844]
47	243	[2, 4.303174603174604, 2.151587301587302]
47	294	[1, 3.9047619047619047, 3.9047619047619047]
47	9	[1, 4.597222222222222, 4.597222222222222]
47	15	[1, 2.8194444444444446, 2.8194444444444446]
47	22	[1, 4.506410256410256, 4.506410256410256]
47	56	[1, 5.42948717948718, 5.42948717948718]
47	4	[1, 3.9761904761904763, 3.9761904761904763]
47	5	[1, 3.119047619047619, 3.119047619047619]
47	7	[1, 6.266666666666667, 6.266666666666667]
47	2	[1, 2.8333333333333335, 2.8333333333333335]
47	12	[1, 4.152777777777778, 4.152777777777778]
47	16	[1, 3.2638888888888893, 3.2638888888888893]
47	242	[1, 4.855555555555555, 4.855555555555555]
48	9	[1, 4.075, 4.075]
48	12	[1, 4.075, 4.075]
48	1	[6, 25.681182706182707, 4.280197117697118]
48	2	[5, 19.644781607281608, 3.9289563214563215]
48	7	[2, 7.631969881969883, 3.8159849409849413]
48	4	[2, 7.481120731120732, 3.740560365560366]
48	11	[1, 4.007575757575758, 4.007575757575758]
48	13	[1, 3.3933823529411766, 3.3933823529411766]
48	14	[1, 4.334558823529412, 4.334558823529412]
49	3	[4, 11.531419457735247, 2.8828548644338117]
49	11	[4, 11.827228122754438, 2.9568070306886094]
49	22	[1, 3.254545454545454, 3.254545454545454]
49	1	[5, 14.024652540442013, 2.8049305080884026]
49	7	[5, 11.396612597928389, 2.2793225195856777]
49	23	[1, 3.2526315789473688, 3.2526315789473688]
50	1	[10, 31.863095238095234, 3.1863095238095234]
50	2	[4, 11.686904761904763, 2.921726190476191]
50	9	[2, 2.6000000000000005, 1.3000000000000003]
50	7	[1, 2.35, 2.35]
50	13	[1, 1.15, 1.15]
50	3	[1, 4.267857142857143, 4.267857142857143]
50	8	[1, 1.85, 1.85]
51	1	[9, 32.66607836607837, 3.6295642628975964]
51	11	[1, 5.263888888888889, 5.263888888888889]
51	4	[3, 12.571428571428573, 4.190476190476191]
51	2	[4, 14.98982683982684, 3.74745670995671]
51	3	[1, 3.151515151515152, 3.151515151515152]
51	7	[1, 3.4, 3.4]
51	8	[1, 2.238095238095238, 2.238095238095238]
52	1	[5, 21.084037015615962, 4.216807403123193]
52	3	[2, 8.92027972027972, 4.46013986013986]
52	8	[3, 13.344567932067932, 4.448189310689311]
52	9	[2, 9.543467643467643, 4.771733821733822]
52	10	[1, 5.7125, 5.7125]
52	4	[2, 9.1531328320802, 4.5765664160401]
52	24	[1, 2.2908496732026142, 2.2908496732026142]
52	50	[1, 4.1797385620915035, 4.1797385620915035]
52	2	[1, 4.653846153846153, 4.653846153846153]
52	15	[1, 5.544444444444444, 5.544444444444444]
52	11	[1, 5.428571428571429, 5.428571428571429]
53	1	[8, 31.380808080808077, 3.9226010101010096]
53	4	[3, 6.99087024087024, 2.33029008029008]
53	2	[3, 11.482337107337107, 3.8274457024457025]
53	9	[1, 3.3194444444444446, 3.3194444444444446]
53	8	[1, 3.8, 3.8]
53	5	[1, 4.372727272727272, 4.372727272727272]
53	6	[1, 3.233333333333334, 3.233333333333334]
53	18	[1, 3.233333333333334, 3.233333333333334]
53	11	[1, 4.392857142857143, 4.392857142857143]
54	3	[2, 7.329059829059829, 3.6645299145299144]
54	9	[3, 5.927350427350428, 1.9757834757834758]
54	2	[3, 10.009461371961372, 3.336487123987124]
54	4	[4, 14.84828921078921, 3.7120723026973024]
54	15	[2, 7.8046620046620045, 3.9023310023310023]
54	11	[3, 13.34114774114774, 4.447049247049247]
54	12	[1, 5.043956043956044, 5.043956043956044]
54	8	[1, 3.978021978021978, 3.978021978021978]
54	50	[1, 4.163636363636364, 4.163636363636364]
55	1	[10, 35.308838383838385, 3.5308838383838386]
55	2	[6, 18.566450216450214, 3.094408369408369]
55	4	[1, 3.5272727272727273, 3.5272727272727273]
55	3	[2, 7.0892857142857135, 3.5446428571428568]
55	9	[1, 0.9285714285714284, 0.9285714285714284]
56	1	[4, 18.27387898331103, 4.568469745827757]
56	10	[1, 3.0128205128205128, 3.0128205128205128]
56	3	[1, 4.394117647058824, 4.394117647058824]
